address,target_building_id,address_top10,target_building_id_top10
"город Красное Село, Зелёная улица, дом 12, корпус 1, литера А",130246,"['город Красное Село, Зелёная улица, дом 12, корпус 1, литера А', 'город Красное Село, Кингисеппское шоссе, дом 12, корпус 1, литера А', 'город Красное Село, Гатчинское шоссе, дом 12, корпус 1, литера А', 'город Сестрорецк, Федотовская дорожка, дом 12, литера А', 'посёлок Комарово, тер. СНТ Дружба, Садовый проезд, дом 12, литера А', 'город Сестрорецк, Петровская набережная, дом 12, литера А', 'посёлок Шушары, территория Ленсоветовский, дом 12, литера А', 'город Павловск, Конюшенная улица, дом 12, литера А', 'город Сестрорецк, Тарховская улица, дом 12, литера А', 'город Павловск, Пушкинская улица, дом 12, литера А']","[130246, 83488, 126586, 18787, 71321, 99149, 53650, 19743, 86796, 51141]"
"муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 33, строение 1",199801,"['муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 33, строение 1', 'муниципальный округ Пулковский меридиан, тер. СНТ ""Дачное. Электроавтоматика"", Косая аллея, дом 33, литера А', 'муниципальный округ Горелово, тер. СНТ Красный треугольник, Центральная улица, дом 33, литера А', 'муниципальный округ Пулковский меридиан, тер. СНТ Пенсионеров Ленинского района, Кирпичная дорога, дом 33, литера А', 'муниципальный округ Ржевка, тер. СНТ ""Краснознаменец"", Центральная улица, дом 33, строение 1', 'город Красное Село, улица Освобождения, дом 33, корпус 1, литера А', 'муниципальный округ Ржевка, тер. СНТ Земледельцы, Центральная улица, дом 33, строение 1', 'Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А', 'город Пушкин, Конюшенная улица, дом 33/35, литера А', 'посёлок Комарово, Курортная улица, дом 33б, литера А']","[199801, 125079, 130215, 111692, 217702, 139744, 217306, 206325, 62905, 32979]"
"г.Санкт-Петербург, Октябрьская набережная, дом 46, литера А",26754,"['г.Санкт-Петербург, Октябрьская набережная, дом 46, литера А', 'г.Санкт-Петербург, Парашютная улица, дом 46, литера А', 'г.Санкт-Петербург, Заставская улица, дом 46, корпус 1, литера А', 'город Красное Село, территория Дудергоф, проспект Двадцать Пятого Октября, дом 46, литера А', 'г.Санкт-Петербург, Ржевка, садоводство ""Лесное"", дом 46, литера А', 'город Петергоф, садоводство ""Озерковое"", дом 46, литера А', 'муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 46, литера А', 'посёлок Белоостров, Новый Белоостров, дом 46, литера А', 'г.Санкт-Петербург, улица Савушкина, дом 46, литера А', 'город Красное Село, Геологическая улица, дом 46, корпус 1, строение 1']","[26754, 205232, 207947, 125381, 194870, 138357, 130711, 31743, 98180, 208986]"
"г.Санкт-Петербург, Октябрьская набережная, дом 35, литера А",187250,"['г.Санкт-Петербург, Октябрьская набережная, дом 35, литера А', 'посёлок Парголово, территория Осиновая Роща, Вокзальное шоссе, дом 35, корпус 1, строение 1', 'г.Санкт-Петербург, Парашютная улица, дом 35, литера А', 'г.Санкт-Петербург, улица Доблести, дом 35, корпус 1, литера А', 'г.Санкт-Петербург, Галерная улица, дом 35, литера А', 'г.Санкт-Петербург, набережная канала Грибоедова, дом 35, литера А', 'г.Санкт-Петербург, улица Седова, дом 35, литера А', 'муниципальный округ Коломяги, Главная улица, дом 35, литера А', 'город Колпино, территория Ижорский завод, дом 35, литера Б', 'город Сестрорецк, Красноармейская улица, дом 35, литера Б']","[187250, 221462, 68754, 207146, 59485, 67473, 17167, 101352, 126791, 205268]"
"муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 47, литера А",33367,"['муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 47, литера А', 'г.Санкт-Петербург, Богатырский проспект, дом 47, корпус 1, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 47, корпус 1, литера А', 'посёлок Шушары, территория Детскосельский, Колпинское шоссе, дом 47, литера А', 'г.Санкт-Петербург, улица Крыленко, дом 47, строение 1', 'город Сестрорецк, Большая Горская улица, дом 47, строение 1', 'г.Санкт-Петербург, Галерная улица, дом 47, литера А', 'г.Санкт-Петербург, Витебский проспект, дом 47, корпус 1, литера А', 'г.Санкт-Петербург, улица Бабушкина, дом 47, литера А', 'г.Санкт-Петербург, Караваевская улица, дом 47, корпус 1, литера А']","[33367, 49841, 31826, 11281, 222793, 212369, 39240, 81321, 50320, 20764]"
"город Павловск, тер. СНТ ""Звёздочка"", 4-я линия, дом 32, строение 1",217805,"['город Павловск, тер. СНТ ""Звёздочка"", 4-я линия, дом 32, строение 1', 'город Павловск, тер. СНТ ""Звёздочка"", 4-я линия, дом 37, строение 1', 'город Павловск, тер. СНТ ""Контакт"", 4-я линия, дом 21, строение 1', 'город Павловск, тер. СНТ ""Звёздочка"", 4-я линия, дом 34, строение 1', 'город Павловск, тер. СНТ ""Славяночка-3"", Уланская улица, дом 4, строение 1', 'город Сестрорецк, тер. СНТ ""Разлив"", 21-я линия, дом 106, строение 1', 'город Павловск, тер. СНТ ""Славяночка-3"", Катлинская улица, дом 4, строение 1', 'город Павловск, тер. СНТ ""Контакт"", 1-я линия, дом 32, строение 1', 'г.Санкт-Петербург, 4-я линия В.О., дом 61, литера А', 'город Сестрорецк, тер. СНТ ""Разлив"", 4-я линия, дом 65, литера А']","[217805, 208774, 217510, 221879, 217923, 215238, 217881, 217597, 14203, 90092]"
"посёлок Парголово, дорога в Каменку, дом 12, строение 1",220015,"['посёлок Парголово, дорога в Каменку, дом 12, строение 1', 'муниципальный округ Горелово, территория Горелово, Аннинское шоссе, дом 12, литера А', 'г.Санкт-Петербург, Дальневосточный проспект, дом 12, корпус 1, литера А', 'муниципальный округ Горелово, территория Торики, Аннинское шоссе, дом 12, литера А', 'муниципальный округ Константиновское, территория Сергиево, улица Урицкого, дом 12, корпус 1, литера А', 'г.Санкт-Петербург, проспект Ветеранов, дом 12, литера А', 'посёлок Лисий Нос, Морской проспект, дом 12, литера А', 'город Красное Село, Гатчинское шоссе, дом 12, корпус 1, литера А', 'г.Санкт-Петербург, Пискарёвский проспект, дом 12, корпус 1, литера А', 'посёлок Парголово, территория Михайловка, Каменный проспект, дом 12, литера А']","[220015, 54336, 198140, 98273, 199255, 33670, 1548, 126586, 87872, 11755]"
"посёлок Парголово, улица Некрасова, дом 57, корпус 1, литера А",97840,"['посёлок Парголово, улица Некрасова, дом 57, корпус 1, литера А', 'город Колпино, Октябрьская улица, дом 57, литера А', 'г.Санкт-Петербург, Петергофское шоссе, дом 57, литера А', 'посёлок Левашово, территория Новосёлки, дом 57, корпус 1, литера А', 'город Колпино, Павловская улица, дом 57, литера А', 'г.Санкт-Петербург, Выборгская набережная, дом 57, корпус 1, литера А', 'город Колпино, Загородная улица, дом 57, литера А', 'г.Санкт-Петербург, Ржевка, садоводство ""Краснознаменец"", дом 57, литера А', 'г.Санкт-Петербург, улица Салова, дом 57, корпус 1, литера А', 'г.Санкт-Петербург, улица Жуковского, дом 57, литера А']","[97840, 40571, 94014, 18830, 18643, 81285, 67667, 195975, 43645, 5691]"
"г.Санкт-Петербург, улица Дыбенко, дом 8, корпус 1, строение 1",213108,"['г.Санкт-Петербург, улица Дыбенко, дом 8, корпус 1, строение 1', 'г.Санкт-Петербург, Софийская улица, дом 8, корпус 1, строение 1', 'г.Санкт-Петербург, улица Маршала Захарова, дом 8, строение 1', 'г.Санкт-Петербург, Канонерский остров, дом 8, литера А', 'г.Санкт-Петербург, улица Александра Матросова, дом 8, корпус 1, строение 1', 'г.Санкт-Петербург, проспект Большевиков, дом 8, корпус 1, литера А', 'г.Санкт-Петербург, Софийская улица, дом 8, корпус 1, строение 3', 'муниципальный округ Полюстрово, аллея Евгения Шварца, дом 8, корпус 1, строение 1', 'г.Санкт-Петербург, Вербная улица, дом 8, корпус 1, строение 1', 'г.Санкт-Петербург, Малая Митрофаньевская улица, дом 8, корпус 1, строение 1']","[213108, 218004, 215757, 78671, 214214, 61435, 217917, 216050, 215608, 214360]"
"город Красное Село, улица Спирина, дом 3, корпус 1, литера А",128719,"['город Красное Село, улица Спирина, дом 3, корпус 1, литера А', 'город Петергоф, Ботаническая улица, дом 3, корпус 1, литера А', 'муниципальный округ Правобережный, улица Ворошилова, дом 3, корпус 1, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 3, корпус 1, литера А', 'г.Санкт-Петербург, улица Седова, дом 3, литера А', 'город Петергоф, Суворовская улица, дом 3, корпус 1, литера А', 'посёлок Александровская, Северный проезд, дом 3, литера А', 'город Сестрорецк, Петровская набережная, дом 3, литера А', 'посёлок Усть-Ижора, Шлиссельбургское шоссе, дом 3, литера А', 'город Красное Село, садоводство ""Заря"", 3-я аллея, дом 1, литера А']","[128719, 21580, 100608, 46519, 96169, 46965, 81899, 47373, 101819, 141233]"
"г.Санкт-Петербург, Ольгино, садоводство имени Я.М.Свердлова, дом 58, литера А",189688,"['г.Санкт-Петербург, Ольгино, садоводство имени Я.М.Свердлова, дом 58, литера А', 'г.Санкт-Петербург, Большая Озёрная улица, дом 58, литера А', 'г.Санкт-Петербург, Ржевка, садоводство ""Лесное"", дом 58, литера А', 'г.Санкт-Петербург, Большая Морская улица, дом 58, литера А', 'посёлок Белоостров, территория Дюны, Главная улица, дом 58, литера А', 'г.Санкт-Петербург, Большая Пушкарская улица, дом 58, литера А', 'муниципальный округ Полюстрово, территория дер. Рыбацкое, дом 58, литера А', 'г.Санкт-Петербург, Малая Балканская улица, дом 58, литера А', 'посёлок Лисий Нос, Балтийский проспект, дом 58, литера А', 'муниципальный округ Лахта - Ольгино, территория Ольгино, Полевая улица, дом 58, литера А']","[189688, 80482, 194882, 59675, 110228, 19716, 71115, 66213, 38550, 53482]"
"г.Санкт-Петербург, Придорожная аллея, дом 5, литера А",10153,"['г.Санкт-Петербург, Придорожная аллея, дом 5, литера А', 'муниципальный округ Полюстрово, Васнецовский проспект, дом 17', 'муниципальный округ Коломяги, тер. СНТ Госрезерв, Центральная линия, дом 5, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 5, литера А', 'муниципальный округ Горелово, тер. СНТ Победа, Карьерная улица, дом 5, литера А', 'муниципальный округ Ржевка, тер. СНТ ""Земледельцы"", Южная улица, дом 5, литера А', 'муниципальный округ Горелово, тер. СНТ ""Константиновка"", Нагорная улица, дом 5, литера А', 'г.Санкт-Петербург, площадь Мужества, дом 5, литера А', 'муниципальный округ Горелово, тер. СНТ ""Искра"", Прилуговая улица, дом 5, литера А', 'г.Санкт-Петербург, Шкиперский проток, дом 5, литера А']","[10153, 212620, 71035, 81198, 130230, 92831, 33715, 201682, 73618, 26186]"
"г.Санкт-Петербург, Народная улица, дом 59, корпус 1, литера А",42558,"['г.Санкт-Петербург, Народная улица, дом 59, корпус 1, литера А', 'г.Санкт-Петербург, Богатырский проспект, дом 59, корпус 1, литера А', 'г.Санкт-Петербург, Софийская улица, дом 59, корпус 1, литера А', 'г.Санкт-Петербург, Выборгская набережная, дом 59, корпус 1, литера А', 'г.Санкт-Петербург, 1-я линия В.О., дом 58', 'г.Санкт-Петербург, Муринская дорога, дом 59, корпус 1, строение 1', 'г.Санкт-Петербург, Богатырский проспект, дом 59, корпус 1, литера Б', 'г.Санкт-Петербург, Комендантский проспект, дом 59, корпус 1, строение 1', 'г.Санкт-Петербург, проспект Королёва, дом 59, корпус 1, литера А', 'г.Санкт-Петербург, Богатырский проспект, дом 59, корпус 1, литера Е']","[42558, 12419, 64433, 110223, 210541, 214968, 87903, 210843, 207933, 66178]"
"г.Санкт-Петербург, Лиговский проспект, дом 87, литера А",5076,"['г.Санкт-Петербург, Лиговский проспект, дом 87, литера А', 'г.Санкт-Петербург, Лиговский проспект, дом 10/118, литера А', 'г.Санкт-Петербург, Лиговский проспект, дом 87, литера В', 'г.Санкт-Петербург, Лиговский проспект, дом 41/83, литера А', 'г.Санкт-Петербург, улица Ольминского, дом 2/83, литера А', 'г.Санкт-Петербург, Лиговский проспект, дом 85, литера А', 'г.Санкт-Петербург, Ивановская улица, дом 9/75, литера А', 'г.Санкт-Петербург, Планерная улица, дом 87, корпус 1, строение 1', 'г.Санкт-Петербург, Ивановская улица, дом 8/77, литера А', 'г.Санкт-Петербург, улица Передовиков, дом 1/6, литера А']","[5076, 70850, 40839, 111414, 94991, 6463, 38207, 216397, 49579, 86541]"
"Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А",206325,"['Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А', 'г.Санкт-Петербург, проспект Непокорённых, дом 14/2, литера А', 'муниципальный округ Горелово, тер. СНТ ""Бумажник"", 3-я аллея, дом 7, литера А', 'г.Санкт-Петербург, Дачный проспект, дом 3, корпус 7, литера А', 'г.Санкт-Петербург, Московский проспект, литера Б', 'муниципальный округ Горелово, тер. СНТ ""Связист"", 3-я линия, дом 7, литера А', 'г.Санкт-Петербург, Свердловская набережная, дом 14/2, литера А', 'посёлок Солнечное, Дачная улица, дом 3, корпус 7, литера А', 'г.Санкт-Петербург, Приморский проспект, дом 165, литера А', 'г.Санкт-Петербург, Невский проспект, литера Г']","[206325, 3133, 86564, 6516, 201225, 99457, 34436, 36348, 124676, 200372]"
"г.Санкт-Петербург, проспект Просвещения, дом 27(ПЕРЕДАЧА), литера А",198324,"['г.Санкт-Петербург, проспект Просвещения, дом 27(ПЕРЕДАЧА), литера А', 'г.Санкт-Петербург, улица Профессора Попова, дом 27, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 27, литера А', 'г.Санкт-Петербург, улица Есенина, дом 27, литера А', 'г.Санкт-Петербург, улица Крыленко, дом 27, литера А', 'г.Санкт-Петербург, проспект Просвещения, дом 27, литера А', 'г.Санкт-Петербург, Малая Балканская улица, дом 27, литера А', 'г.Санкт-Петербург, улица Бабушкина, дом 27, литера А', 'г.Санкт-Петербург, улица Новостроек, дом 27, литера А', 'г.Санкт-Петербург, улица Седова, дом 27, литера А']","[198324, 105483, 103619, 60286, 25139, 14437, 68553, 97029, 64637, 40219]"
"г.Санкт-Петербург, проспект Ветеранов, дом 173, корпус 3, строение 1",217007,"['г.Санкт-Петербург, проспект Ветеранов, дом 173, корпус 3, строение 1', 'г.Санкт-Петербург, проспект Ветеранов, дом 185, корпус 3, строение 1', 'г.Санкт-Петербург, проспект Ветеранов, дом 58, литера А', 'г.Санкт-Петербург, проспект Маршала Жукова, дом 58, корпус 3, литера А', 'г.Санкт-Петербург, проспект Ветеранов, дом 169, корпус 3, строение 1', 'г.Санкт-Петербург, Дунайский проспект, дом 58, корпус 3, литера А', 'г.Санкт-Петербург, Богатырский проспект, дом 58, корпус 3, литера А', 'г.Санкт-Петербург, проспект Луначарского, дом 58, корпус 3, литера А', 'г.Санкт-Петербург, Светлановский проспект, дом 58, корпус 3, литера А', 'г.Санкт-Петербург, проспект Маршала Жукова, дом 58, корпус 3, литера Б']","[217007, 222405, 139735, 68812, 211801, 126321, 46285, 126206, 89861, 51013]"
"г.Санкт-Петербург, проспект Металлистов, дом 5, литера А",58072,"['г.Санкт-Петербург, проспект Металлистов, дом 5, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 5, литера А', 'г.Санкт-Петербург, проспект Маршала Блюхера, дом 5, литера А', 'посёлок Шушары, территория Новая Ижора, Тосненская улица, дом 5, литера А', 'муниципальный округ Полюстрово, Васнецовский проспект, дом 17', 'Лужский район, деревня Мерево, территория ""Центра оздоровления и отдыха ""Молодежный"", дом б/н, литера А', 'г.Санкт-Петербург, проспект Пархоменко, дом 5, литера А', 'г.Санкт-Петербург, проспект Пятилеток, дом 5, литера А', 'г.Санкт-Петербург, Приморский проспект, дом 5, литера А', 'г.Санкт-Петербург, проспект Славы, дом 5, литера А']","[58072, 81198, 52319, 15253, 212620, 206325, 36144, 108223, 21447, 41791]"
"г.Санкт-Петербург, Миллионная улица, дом 18, литера А",100529,"['г.Санкт-Петербург, Миллионная улица, дом 18, литера А', 'Выборгское направление ж.д., литера 18', 'город Пушкин, тер. СНТ Рехколово, Южная улица, дом 18, литера А', 'г.Санкт-Петербург, Фарфоровская улица, дом 18, литера А', 'г.Санкт-Петербург, Стародеревенская улица, дом 18, литера А', 'г.Санкт-Петербург, Бухарестская улица, дом 18, литера А', 'г.Санкт-Петербург, Петровский проспект, дом 18', 'г.Санкт-Петербург, Пушкинская улица, дом 18, литера А', 'г.Санкт-Петербург, Гатчинская улица, дом 18, литера А', 'г.Санкт-Петербург, Гражданская улица, дом 18, литера А']","[100529, 204279, 197712, 126293, 9734, 62482, 214336, 44469, 78837, 54221]"
"г.Санкт-Петербург, Соляной переулок, дом 5, литера А",12771,"['г.Санкт-Петербург, Соляной переулок, дом 5, литера А', 'г.Санкт-Петербург, 5-й Предпортовый проезд, дом 2, строение 1', 'г.Санкт-Петербург, улица Сикейроса, дом 5, корпус 2, литера А', 'г.Санкт-Петербург, Кантемировская улица, дом 5, корпус 2, литера З', 'г.Санкт-Петербург, проспект Ветеранов, дом 5, корпус 2, строение 1', 'г.Санкт-Петербург, улица Комиссара Смирнова, дом 5/2, литера А', 'г.Санкт-Петербург, улица Ткачей, дом 5, корпус 2, литера А', 'г.Санкт-Петербург, улица Маршала Тухачевского, дом 5, корпус 2, литера А', 'г.Санкт-Петербург, улица Ольги Берггольц, дом 5, корпус 2, литера Б', 'г.Санкт-Петербург, Земледельческая улица, дом 5, корпус 2, литера А']","[12771, 215218, 29418, 67578, 220182, 4043, 81627, 22098, 21308, 116457]"
"г.Санкт-Петербург, проспект Энгельса, дом 22, литера А",79254,"['г.Санкт-Петербург, проспект Энгельса, дом 22, литера А', 'муниципальный округ Константиновское, территория Сергиево, улица Володарского, дом 22, литера А', 'г.Санкт-Петербург, проспект Энгельса, дом 22, литера В', 'г.Санкт-Петербург, проспект Энгельса, дом 1, строение 1', 'муниципальный округ Полюстрово, территория дер. Рыбацкое, дом 23, литера А', 'г.Санкт-Петербург, Приморский проспект, дом 22, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 22, корпус 1, литера А', 'муниципальный округ Автово, территория Элеваторная площадка, дом 22, литера П', 'г.Санкт-Петербург, проспект Стачек, дом 22, литера А', 'г.Санкт-Петербург, проспект Ветеранов, дом 22, литера А']","[79254, 45904, 59665, 8579, 68653, 198944, 106500, 43090, 113949, 60523]"
"г.Санкт-Петербург, Ленинский проспект, дом 106, литера А",3765,"['г.Санкт-Петербург, Ленинский проспект, дом 106, литера А', 'г.Санкт-Петербург, Ивановская улица, дом 8/77, литера А', 'г.Санкт-Петербург, Ивановская улица, дом 9/75, литера А', 'муниципальный округ Лахта - Ольгино, тер. СНТ п.Ольгино Нижний сад, Берёзовая линия, дом 21, строение 1', 'г.Санкт-Петербург, участок набережной реки Ждановки ""мост Красного Курсанта-4-й Ждановский мост"", литера Б', 'г.Санкт-Петербург, улица Генерала Симоняка, дом 27/193, литера А', 'г.Санкт-Петербург, Большой проспект П.С., дом 106, литера А', 'г.Санкт-Петербург, Большая Подьяческая улица, дом 1-3, литера А', 'г.Санкт-Петербург, Кантемировская улица, дом 16/71, литера А', 'г.Санкт-Петербург, Кожевенная линия, дом 1-3, литера П']","[3765, 49579, 38207, 199805, 201093, 109652, 91712, 8413, 20837, 52109]"
"Московское направление ж.д. путепровод № 4 через Южное шоссе, литера А",201952,"['Московское направление ж.д. путепровод № 4 через Южное шоссе, литера А', 'г.Санкт-Петербург, проспект Энгельса, дом 135, литера А', 'Московское направление ж.д. путепровод № 2 через Южное шоссе, литера А', ""г.Санкт-Петербург, участок набережной реки Большой Невки 'Ушаковский мост-3-й Елагин мост', литера А"", 'г.Санкт-Петербург, 1-я линия В.О., дом 58', 'Московское направление ж.д. путепровод № 1 через Южное шоссе, литера А', 'г.Санкт-Петербург, участок набережной реки Ждановки ""мост Красного Курсанта-4-й Ждановский мост"", литера Б', 'г.Санкт-Петербург, Ивановская улица, дом 8/77, литера А', 'г.Санкт-Петербург, Ивановская улица, дом 9/75, литера А', 'г.Санкт-Петербург, участок набережной Адмиралтейского канала ""Крюков канал - 1-й мост Круштейна"", литера А']","[201952, 91740, 204103, 200937, 210541, 203076, 201093, 49579, 38207, 201218]"
"г.Санкт-Петербург, Лиговский проспект, дом 41/83, литера А",111414,"['г.Санкт-Петербург, Лиговский проспект, дом 41/83, литера А', 'г.Санкт-Петербург, Лиговский проспект, дом 10/118, литера А', 'г.Санкт-Петербург, Лиговский проспект, дом 9/31, литера А', 'г.Санкт-Петербург, Лиговский проспект, дом 111-113-115, литера А', 'г.Санкт-Петербург, Ивановская улица, дом 9/75, литера А', 'г.Санкт-Петербург, Лиговский проспект, дом 171, литера А', 'г.Санкт-Петербург, Лиговский проспект, дом 271, литера А', 'г.Санкт-Петербург, Лиговский проспект, дом 271, строение 1', 'г.Санкт-Петербург, Лиговский проспект, дом 83, литера А', 'г.Санкт-Петербург, улица Ольминского, дом 2/83, литера А']","[111414, 70850, 198533, 45130, 38207, 24792, 27109, 213934, 51725, 94991]"
"г.Санкт-Петербург, 6-я Жерновская улица, дом 41а, литера А",112435,"['г.Санкт-Петербург, 6-я Жерновская улица, дом 41а, литера А', 'г.Санкт-Петербург, дорога в Каменку, дом 40, корпус 3, литера Е', 'г.Санкт-Петербург, проспект Просвещения, дом 32, корпус 3, литера А', 'г.Санкт-Петербург, Искровский проспект, дом 32, корпус 3, литера А', 'г.Санкт-Петербург, Комендантский проспект, дом 32, корпус 3, литера А', 'г.Санкт-Петербург, Товарищеский проспект, дом 32, корпус 3, литера А', 'г.Санкт-Петербург, Старо-Петергофский проспект, дом 32, корпус 3, литера А', 'г.Санкт-Петербург, проспект Сизова, дом 32, корпус 3, литера А', 'г.Санкт-Петербург, Новочеркасский проспект, дом 32, корпус 3, литера А', 'г.Санкт-Петербург, Невский проспект, дом 32-34, литера А']","[112435, 206400, 32427, 27256, 77734, 44993, 46685, 87892, 52550, 55260]"
"г.Санкт-Петербург, проспект Ветеранов, дом 5, корпус 2, строение 1",220182,"['г.Санкт-Петербург, проспект Ветеранов, дом 5, корпус 2, строение 1', 'улица Фёдора Котанова, дом 5, корпус 2, строение 1', 'г.Санкт-Петербург, 5-й Предпортовый проезд, дом 2, строение 1', 'г.Санкт-Петербург, Соляной переулок, дом 5, литера А', 'г.Санкт-Петербург, улица Сикейроса, дом 5, корпус 2, литера А', 'г.Санкт-Петербург, Кантемировская улица, дом 5, корпус 2, литера З', 'г.Санкт-Петербург, Байконурская улица, дом 5, корпус 2, литера А', 'г.Санкт-Петербург, Глухарская улица, дом 5, корпус 2, литера А', 'муниципальный округ Константиновское, территория Сергиево, улица Большевиков, дом 5, корпус 2, литера А', 'г.Санкт-Петербург, улица Вавиловых, дом 5, корпус 2, литера А']","[220182, 220351, 215218, 12771, 29418, 67578, 67245, 141388, 214282, 58451]"
"г.Санкт-Петербург, Ивановская улица, дом 9/75, литера А",38207,"['г.Санкт-Петербург, Ивановская улица, дом 9/75, литера А', 'г.Санкт-Петербург, Ивановская улица, дом 8/77, литера А', 'г.Санкт-Петербург, улица Ольминского, дом 2/83, литера А', 'г.Санкт-Петербург, площадь Репина, дом 1/201, литера А', 'г.Санкт-Петербург, улица Партизана Германа, дом 14/117, литера А', 'г.Санкт-Петербург, Карташихина улица, дом 10/97, литера А', 'г.Санкт-Петербург, Большой Сампсониевский проспект, дом 86, литера А', 'г.Санкт-Петербург, Заневский проспект, дом 1/82, литера А', 'г.Санкт-Петербург, Ординарная улица, дом 11/85, литера А', 'г.Санкт-Петербург, Бородинская улица, дом 2/86, литера А']","[38207, 49579, 94991, 53814, 55319, 53789, 99964, 53001, 64559, 32987]"
"г.Санкт-Петербург, улица Шотмана, дом 11, литера Д",69298,"['г.Санкт-Петербург, улица Шотмана, дом 11, литера Д', 'г.Санкт-Петербург, Кантемировская улица, дом 11, строение 1', 'г.Санкт-Петербург, проспект Маршала Блюхера, дом 11, корпус 1, строение 1', 'г.Санкт-Петербург, улица Кустодиева, дом 11, строение 1', 'г.Санкт-Петербург, Стародеревенская улица, дом 11, строение 1', 'посёлок Серово, тер. СНТ ""Молодёжное"", дом 11, строение 1', 'г.Санкт-Петербург, бульвар Красных Зорь, дом 11, литера А', 'г.Санкт-Петербург, Сегалева улица, дом 11, строение 1', 'г.Санкт-Петербург, проспект Большевиков, дом 11/19, литера А', 'муниципальный округ Полюстрово, аллея Евгения Шварца, дом 11, строение 1']","[69298, 217889, 220247, 215832, 218715, 217898, 31004, 223411, 130031, 216229]"
"город Кронштадт, улица Сургина, дом 8, корпус 1, литера А",88791,"['город Кронштадт, улица Сургина, дом 8, корпус 1, литера А', 'город Кронштадт, Красная улица, дом 8, корпус 1, литера А', 'город Кронштадт, Петровская улица, дом 8, корпус 1, литера А', 'г.Санкт-Петербург, Вербная улица, дом 8, корпус 1, строение 1', 'город Кронштадт, Кронштадтское шоссе, дом 8, литера А', 'город Кронштадт, Тулонская аллея, дом 8, строение 1', 'муниципальный округ Пулковский меридиан, тер. СНТ Дачное Балтийского завода, 8-я линия, дом 1, литера А', 'г.Санкт-Петербург, улица Дыбенко, дом 8, корпус 1, строение 1', 'г.Санкт-Петербург, Софийская улица, дом 8, корпус 1, строение 1', 'город Кронштадт, Тулонская аллея, дом 11, литера А']","[88791, 9543, 39060, 215608, 69061, 218699, 810, 213108, 218004, 66258]"
"г.Санкт-Петербург, Малая Посадская улица, дом 30, литера Б",68041,"['г.Санкт-Петербург, Малая Посадская улица, дом 30, литера Б', 'город Пушкин, тер. СНТ Рехколово, Южная улица, дом 30, строение 1', 'г.Санкт-Петербург, Бухарестская улица, дом 30, литера А', 'муниципальный округ Ржевка, тер. СНТ Земледельцы, Центральная улица, дом 30, литера А', 'г.Санкт-Петербург, Стародеревенская улица, дом 30, литера А', 'г.Санкт-Петербург, Невский проспект, дом 30, литера А', 'г.Санкт-Петербург, улица Есенина, дом 30, литера А', 'г.Санкт-Петербург, Караваевская улица, дом 30, литера А', 'муниципальный округ Пулковский меридиан, тер. СНТ Ленинградский аэропорт, Армовская улица, дом 30, литера А', 'г.Санкт-Петербург, улица Коллонтай, дом 30, литера А']","[68041, 219007, 138781, 91317, 112863, 31448, 87678, 86414, 204914, 99148]"
"г.Санкт-Петербург, проспект Большевиков, дом 54, корпус 1, литера А",97165,"['г.Санкт-Петербург, проспект Большевиков, дом 54, корпус 1, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 70, корпус 2, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 32, корпус 1, литера А', 'г.Санкт-Петербург, проспект Большевиков, дом 54, корпус 4, литера А', 'г.Санкт-Петербург, дорога в Каменку, дом 40, корпус 3, литера Е', 'г.Санкт-Петербург, проспект Большевиков, дом 54, корпус 5, литера А', 'г.Санкт-Петербург, дорога в Каменку, дом 40, корпус 3, литера Б', 'г.Санкт-Петербург, проспект Большевиков, дом 54, корпус 2, литера Е', 'г.Санкт-Петербург, проспект Большевиков, дом 54, корпус 2, литера Б', 'г.Санкт-Петербург, Октябрьская набережная, дом 38, литера БР']","[97165, 63693, 106871, 131384, 206400, 1694, 206691, 94384, 71906, 54698]"
